Delivery Challan ID,Challan Date,Delivery Challan Number,Challan Type,Status,Invoice Status,Customer ID,Customer Name,Customer Number,Place of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,Product ID,SKU,Kit Combo Item Name,Account,Item Desc,QuantityOrdered,QuantityInvoiced,Usage unit,Item Price,Discount,Discount Amount,HSN/SAC,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Tax Exemption Reason,Item Type,Item Total,SubTotal,Total
1577805000000100005,2024-05-27,DC-00011,Supply on Approval,Delivered,Invoiced,1577805000000059139,Sarwagya Krushi Kendra ( Hingoli),CUS-6,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,5,5,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,477.50,Tax Group,,,goods,9550.00,9550.00,10027.50
1577805000000101001,2024-05-27,DC-00012,Supply on Approval,Delivered,Invoiced,1577805000000059139,Sarwagya Krushi Kendra ( Hingoli),CUS-6,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,10,10,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,955.00,Tax Group,,,goods,19100.00,19100.00,20055.00
1577805000000105044,2024-05-28,DC-00013,others,Delivered,Invoiced,1577805000000105003,KISAN AGRO AGENCIES ( Pusegaon),CUS-19,MH,business_gst,27CEBPD6692A1ZR,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000113001,2024-05-29,DC-00014,Supply on Approval,Delivered,Invoiced,1577805000000112001,PARTANI KRUSHI KENDRA (Lohgaon),CUS-20,MH,business_gst,27BVSPP6590E1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,30,30,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,2865.00,Tax Group,,,goods,57300.00,83175.00,87333.76
1577805000000113001,2024-05-29,DC-00014,Supply on Approval,Delivered,Invoiced,1577805000000112001,PARTANI KRUSHI KENDRA (Lohgaon),CUS-20,MH,business_gst,27BVSPP6590E1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (25 Kg),1577805000000034117,,,Sales,,25,25,,1035.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1293.76,Tax Group,,,goods,25875.00,83175.00,87333.76
1577805000000118001,2024-05-29,DC-00015,Supply on Approval,Delivered,Invoiced,1577805000000111003,GAJANAN KRUSHI KENDRA ( Hingoli),CUS-28,MH,business_gst,27AHDPD3331R1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,10,10,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,955.00,Tax Group,,,goods,19100.00,35150.00,36907.50
1577805000000118001,2024-05-29,DC-00015,Supply on Approval,Delivered,Invoiced,1577805000000111003,GAJANAN KRUSHI KENDRA ( Hingoli),CUS-28,MH,business_gst,27AHDPD3331R1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (25 Kg),1577805000000034117,,,Sales,,10,10,,1035.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,517.50,Tax Group,,,goods,10350.00,35150.00,36907.50
1577805000000118001,2024-05-29,DC-00015,Supply on Approval,Delivered,Invoiced,1577805000000111003,GAJANAN KRUSHI KENDRA ( Hingoli),CUS-28,MH,business_gst,27AHDPD3331R1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (10 Kg),1577805000000034126,,,Sales,,10,10,,570.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,285.00,Tax Group,,,goods,5700.00,35150.00,36907.50
1577805000000116021,2024-05-29,DC-00016,Supply on Approval,Delivered,Invoiced,1577805000000120001,Siddhi Agro (Hingoli),CUS-29,MH,business_gst,27AFEFS1939M1ZH,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,60460.00,63483.00
1577805000000116021,2024-05-29,DC-00016,Supply on Approval,Delivered,Invoiced,1577805000000120001,Siddhi Agro (Hingoli),CUS-29,MH,business_gst,27AFEFS1939M1ZH,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (25 Kg),1577805000000034117,,,Sales,,16,16,,1035.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,828.00,Tax Group,,,goods,16560.00,60460.00,63483.00
1577805000000116021,2024-05-29,DC-00016,Supply on Approval,Delivered,Invoiced,1577805000000120001,Siddhi Agro (Hingoli),CUS-29,MH,business_gst,27AFEFS1939M1ZH,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (10 Kg),1577805000000034126,,,Sales,,10,10,,570.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,285.00,Tax Group,,,goods,5700.00,60460.00,63483.00
1577805000000125001,2024-05-31,DC-00017,Supply on Approval,Delivered,Invoiced,1577805000000059139,Sarwagya Krushi Kendra ( Hingoli),CUS-6,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,12,12,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1146.00,Tax Group,,,goods,22920.00,22920.00,24066.00
1577805000000128003,2024-05-31,DC-00018,Supply on Approval,Delivered,Invoiced,1577805000000129001,RADHEKRISHNA KRISHI KENDRA ( Bhandegaon),CUS-31,MH,business_gst,27BGNPB9342Q1ZO,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000136001,2024-06-01,DC-00019,Supply on Approval,Delivered,Invoiced,1577805000000135001,MAHESH AGRO AGENCY ( Jawala Bazar),CUS-32,MH,business_gst,27EMUPK3299H1Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,TITANIC KIT - (25 Kg),1577805000000034346,,,Sales,,40,40,,985.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,1970.00,Tax Group,,,goods,39400.00,39400.00,41370.00
1577805000000141001,2024-06-01,DC-00020,Supply on Approval,Delivered,Invoiced,1577805000000140001,MASKE KRUSHI SEVA KENDRA ( Sirsam),CUS-33,MH,business_gst,27DXWPM9352P1Z3,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,10,10,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,955.00,Tax Group,,,goods,19100.00,35150.00,36907.50
1577805000000141001,2024-06-01,DC-00020,Supply on Approval,Delivered,Invoiced,1577805000000140001,MASKE KRUSHI SEVA KENDRA ( Sirsam),CUS-33,MH,business_gst,27DXWPM9352P1Z3,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (25 Kg),1577805000000034117,,,Sales,,10,10,,1035.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,517.50,Tax Group,,,goods,10350.00,35150.00,36907.50
1577805000000141001,2024-06-01,DC-00020,Supply on Approval,Delivered,Invoiced,1577805000000140001,MASKE KRUSHI SEVA KENDRA ( Sirsam),CUS-33,MH,business_gst,27DXWPM9352P1Z3,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (10 Kg),1577805000000034126,,,Sales,,10,10,,570.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,285.00,Tax Group,,,goods,5700.00,35150.00,36907.50
1577805000000146001,2024-06-02,DC-00021,Supply on Approval,Delivered,Invoiced,1577805000000143003,PRAGATI KRISHI KENDRA ( Kanhergaon),CUS-34,MH,business_registered_composition,27AUJPD1300R1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Dimond Kit 50kg,1577805000000145003,,,Sales,,50,50,bag,1910.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,4775.00,Tax Group,,,goods,95500.00,95500.00,100275.00
1577805000000145012,2024-06-02,DC-00022,Supply on Approval,Delivered,Invoiced,1577805000000114001,Renukai Krushi Kendra ( Sirsam),CUS-21,MH,business_gst,27BXHPM6050KIZ5,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Dimond Kit 50kg,1577805000000145003,,,Sales,,50,50,bag,1910.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,4775.00,Tax Group,,,goods,95500.00,95500.00,100275.00
1577805000000151001,2024-06-04,DC-00023,Supply on Approval,Delivered,Invoiced,1577805000000034029,SHETKARI KRUSHI VIKAS KENDRA ( Metha),CUS-2,MH,business_gst,27AMPPL9148K1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,5,5,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,477.50,Tax Group,,,goods,9550.00,9550.00,10027.50
1577805000000153001,2024-06-04,DC-00024,Supply on Approval,Delivered,Invoiced,1577805000000114032,Saurabh Krushi Kendra ( Kalamnuri),CUS-22,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000155001,2024-06-04,DC-00025,Supply on Approval,Delivered,Invoiced,1577805000000059191,"KRUSHI MITRA KRUSHI KENDRA, SHIMBAL PIMPRI",CUS-7,MH,business_gst,27EEWPK2820C1ZF,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,TITANIC KIT - (25 Kg),1577805000000034346,,,Sales,,30,30,,985.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,1477.50,Tax Group,,,goods,29550.00,29550.00,31027.50
1577805000000156001,2024-06-04,DC-00026,Supply on Approval,Delivered,Invoiced,1577805000000079003,OM KRUSHI KENDRA ( Shirad Shahapur),CUS-10,MH,business_gst,27AMMPJ8004F1Z3,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,15,15,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1432.50,Tax Group,,,goods,28650.00,28650.00,30082.50
1577805000000156011,2024-06-04,DC-00027,Supply on Approval,Delivered,Invoiced,1577805000000153011,Ma Jijau Krushi Kendra (Malegaon Phata),CUS-41,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (25 Kg),1577805000000034117,,,Sales,,10,10,,1035.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,517.50,Tax Group,,,goods,10350.00,29450.00,30922.50
1577805000000156011,2024-06-04,DC-00027,Supply on Approval,Delivered,Invoiced,1577805000000153011,Ma Jijau Krushi Kendra (Malegaon Phata),CUS-41,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Micromax Kit (50 Kg),1577805000000066027,,,Sales,,10,10,pcs,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,955.00,Tax Group,,,goods,19100.00,29450.00,30922.50
1577805000000159001,2024-06-04,DC-00028,Supply on Approval,Delivered,Invoiced,1577805000000158001,JAY BHAWANI KRUSHI SEVA KENDRA ( Borala),CUS-42,MH,business_gst,27AKDPI0339P1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000159013,2024-06-05,DC-00029,others,Delivered,Invoiced,1577805000000034029,SHETKARI KRUSHI VIKAS KENDRA ( Metha),CUS-2,MH,business_gst,27AMPPL9148K1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,57900.00,60795.00
1577805000000159013,2024-06-05,DC-00029,others,Delivered,Invoiced,1577805000000034029,SHETKARI KRUSHI VIKAS KENDRA ( Metha),CUS-2,MH,business_gst,27AMPPL9148K1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,TITANIC KIT - (25 Kg),1577805000000034346,,,Sales,,20,20,,985.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,985.00,Tax Group,,,goods,19700.00,57900.00,60795.00
1577805000000159031,2024-06-05,DC-00030,others,Delivered,Invoiced,1577805000000105003,KISAN AGRO AGENCIES ( Pusegaon),CUS-19,MH,business_gst,27CEBPD6692A1ZR,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,57900.00,60795.00
1577805000000159031,2024-06-05,DC-00030,others,Delivered,Invoiced,1577805000000105003,KISAN AGRO AGENCIES ( Pusegaon),CUS-19,MH,business_gst,27CEBPD6692A1ZR,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,TITANIC KIT - (25 Kg),1577805000000034346,,,Sales,,20,20,,985.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,985.00,Tax Group,,,goods,19700.00,57900.00,60795.00
1577805000000165001,2024-06-06,DC-00031,others,Delivered,Invoiced,1577805000000059046,PANGARKAR KRUSHI KENDRA ( Kalamnuri),CUS-4,MH,business_gst,27GFGPS4397P2Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Micromax Kit (50 Kg),1577805000000066027,,,Sales,,50,50,pcs,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,4775.00,Tax Group,,,goods,95500.00,105850.00,111142.50
1577805000000165001,2024-06-06,DC-00031,others,Delivered,Invoiced,1577805000000059046,PANGARKAR KRUSHI KENDRA ( Kalamnuri),CUS-4,MH,business_gst,27GFGPS4397P2Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (25 Kg),1577805000000034117,,,Sales,,10,10,,1035.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,517.50,Tax Group,,,goods,10350.00,105850.00,111142.50
1577805000000166001,2024-06-06,DC-00032,others,Delivered,Invoiced,1577805000000112001,PARTANI KRUSHI KENDRA (Lohgaon),CUS-20,MH,business_gst,27BVSPP6590E1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000167001,2024-06-06,DC-00033,others,Delivered,Invoiced,1577805000000059003,PRANJAL KRUSHI SEVA KENDRA ( Basamba),CUS-3,MH,business_gst,27CPNPD6579K1Z5,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Micromax Kit (50 Kg),1577805000000066027,,,Sales,,20,20,pcs,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000166011,2024-05-17,DC-00034,others,Delivered,Invoiced,1577805000000034029,SHETKARI KRUSHI VIKAS KENDRA ( Metha),CUS-2,MH,business_gst,27AMPPL9148K1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,15,15,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1432.50,Tax Group,,,goods,28650.00,28650.00,30082.50
1577805000000175001,2024-06-06,DC-00035,others,Delivered,Invoiced,1577805000000135001,MAHESH AGRO AGENCY ( Jawala Bazar),CUS-32,MH,business_gst,27EMUPK3299H1Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Peek Sanjivani - Consortia,1577805000000034220,,,Sales,,12,12,,260.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,156.00,Tax Group,,,goods,3120.00,6240.00,6552.00
1577805000000175001,2024-06-06,DC-00035,others,Delivered,Invoiced,1577805000000135001,MAHESH AGRO AGENCY ( Jawala Bazar),CUS-32,MH,business_gst,27EMUPK3299H1Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Bio Surakshak - Tryka (Trichoderma),1577805000000034193,,,Sales,,12,12,,260.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,156.00,Tax Group,,,goods,3120.00,6240.00,6552.00
1577805000000166021,2024-06-06,DC-00036,others,Delivered,Invoiced,1577805000000059139,Sarwagya Krushi Kendra ( Hingoli),CUS-6,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Micromax Kit (50 Kg),1577805000000066027,,,Sales,,20,20,pcs,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000183003,2024-06-07,DC-00037,others,Delivered,Invoiced,1577805000000140001,MASKE KRUSHI SEVA KENDRA ( Sirsam),CUS-33,MH,business_gst,27DXWPM9352P1Z3,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,20,20,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1910.00,Tax Group,,,goods,38200.00,38200.00,40110.00
1577805000000189001,2024-06-08,DC-00038,others,Delivered,Invoiced,1577805000000079003,OM KRUSHI KENDRA ( Shirad Shahapur),CUS-10,MH,business_gst,27AMMPJ8004F1Z3,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,30,30,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,2865.00,Tax Group,,,goods,57300.00,57300.00,60165.00
1577805000000194001,2024-06-08,DC-00039,others,Delivered,Invoiced,1577805000000034001,Baliraja Krushi Kendra (Khanapur),CUS-1,MH,business_none,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,18,18,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,1719.00,Tax Group,,,goods,34380.00,34380.00,36099.00
1577805000000189011,2024-06-09,DC-00040,others,Delivered,Invoiced,1577805000000199003,DILIP AGRO SERVICES ( Narsi Phata),CUS-47,MH,business_gst,27BZMPB0944A1ZT,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,30,30,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,2865.00,Tax Group,,,goods,57300.00,57300.00,60165.00
1577805000000193078,2024-06-11,DC-00041,others,Delivered,Invoiced,1577805000000193029,YASH AGRO AGENCY (Digras),CUS-48,MH,business_gst,27BITPK4208G1Z2,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Nutrisac Kit - (50 Kg),1577805000000034104,,,Sales,,10,10,bag,1910.00,0.00,0.0,31039000,Taxable,1577805000000030165,GST5,5.000000,955.00,Tax Group,,,goods,19100.00,28950.00,30397.50
1577805000000193078,2024-06-11,DC-00041,others,Delivered,Invoiced,1577805000000193029,YASH AGRO AGENCY (Digras),CUS-48,MH,business_gst,27BITPK4208G1Z2,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,TITANIC KIT - (25 Kg),1577805000000034346,,,Sales,,10,10,,985.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,492.50,Tax Group,,,goods,9850.00,28950.00,30397.50
1577805000000207034,2024-06-12,DC-00042,others,Delivered,Invoiced,1577805000000207003,KRISHNA KRISHI KENDRA ( Narsi Namdeo),CUS-49,MH,business_gst,27ARMPT6135A1ZP,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Dimond Kit 50kg,1577805000000145003,,,Sales,,50,50,bag,1910.00,0.00,0.0,31010099,Taxable,1577805000000030165,GST5,5.000000,4775.00,Tax Group,,,goods,95500.00,105350.00,110617.50
